"","Origin","Destination","year","N","corridor","z1","dejure_dummy","infants","deaths","birthplace_dummy","quality","cont_dummy","popS","popR","mstS","mstR","imports","exports","GDPS","GDPR","unempS","unempR","pvS","pvR","schoolyS","schoolyR","lifeexpectancyS","lifeexpectancyR","language_dummy"
"76","Uruguay","Argentina",0,76,76,5.73914101546091,0,4.21815601851916,2.11107821900258,0,1,0,18.0686038959698,17.3075916281121,11.3258525614352,9.59390159996369,16.596548681633,14.6816069058754,10.2965799234902,8.68932866396102,1.1755152379381,1.70897130436689,-0.765175719810863,0.612910278231744,1.69178305007777,1.92216284044338,4.49112546051292,4.22972270598853,0
"77","Venezuela","Argentina",0,77,77,6.29824941276887,1,1.32910075214508,0.572346848385885,1,1,0,18.9611965973157,16.6141349297145,4.69810840110392,5.99962030541408,16.1626899334049,17.0928948461887,9.07184224123791,8.87653150044721,2.29408197531752,2.12520139966779,-0.716258033231309,-2.08689933864833,1.84698418363658,2.00147307376255,4.25847399506114,4.38928550297629,1
"78","USA","Argentina",0,78,78,4.79060937485421,0,-0.628061723337365,-1.18420127749822,0,3,1,17.9637514862429,15.9613055549223,11.7317939697079,13.4260118822598,19.3316917641857,16.2882981631927,9.46694226033012,8.21575581751127,2.39182451309031,2.46559964998428,-1.74526830993213,-1.36157267366162,2.25445299863631,1.90353157489016,4.3392864660532,4.32984290655901,1
"79","Spain","Argentina",0,79,79,2.80154124861293,0,2.53623977334472,1.22519424181011,0,3,0,21.661884916105,18.1465129640823,5.64748815881419,11.4167592120732,19.7266112925507,16.2242198013818,8.90517382363542,7.53357556806271,0.903609762680005,1.01819624466711,-0.904794591610821,-0.436126415681199,1.96670296617462,1.85850158618382,4.11910480156833,4.35426048421887,0
"80","Canada","Argentina",0,80,80,2.99892414745266,0,0.553153978186122,0.589475882849797,0,3,1,19.0609466488276,19.035827689952,7.08802052216986,4.55986978159559,20.2967688608345,18.5044759968487,10.5037780747178,7.29049776228931,2.12904439669726,2.85320549026953,0.654002699390127,0.314969057787268,2.16609864977844,2.13076210735509,4.48717409531712,4.21220882873124,0
"81","America","Argentina",0,81,81,4.4073402476736,0,3.64952366855094,0.737124936744188,0,3,1,16.5617764147143,16.3335757880003,14.3362243492252,12.3295910770282,18.7382055987162,18.064221625846,10.4439762394656,8.73419618032626,1.85342628084559,2.37602128238584,-0.0154812803239479,2.23688738596666,2.09596181324576,2.15463158292118,4.29206079682789,4.38060757030015,1
"82","Africa","Argentina",0,82,82,1.49417690283648,0,2.44265192425944,0.650781315546996,0,2,0,15.7690118001095,16.7233612992721,5.45251655060443,8.17709204453345,18.3472572181017,18.3165983310007,7.45207639845658,7.68172636373112,2.17752879134396,2.08319682535355,-2.72400144252981,0.681516880481308,2.00522446631522,1.7949514435911,4.14769835775616,4.32142370673353,1
"83","Asia","Argentina",0,83,83,5.21992521123288,0,2.80047460665532,0.716088886639148,0,1,0,17.6777390358717,18.1846143514179,8.16767807573734,11.3100496579615,14.2965670773606,18.364269266573,7.27255778674636,8.88002083764472,1.42830690580399,2.88678366567138,-1.91497350383827,-2.47457907997616,2.03545933575496,2.41097250369809,4.07822037672802,4.3364766145297,1
"84","Europe","Argentina",0,84,84,8.33369692254063,0,1.47535877326745,-0.186066209754004,0,1,0,18.5393221583569,16.3508585325587,8.43835526522835,6.93396480003947,18.3569177495309,22.1749794358198,8.00695395722069,8.61290778973354,2.41583760283791,1.36834773144404,-0.0710914054022607,-2.42630909313408,2.45436378371434,2.04958295426481,4.13079152602933,4.29064312107165,1
"85","Oceania","Argentina",0,85,85,8.78273443997532,0,-0.46945467165806,-0.652480852645126,0,2,0,18.4761344340148,17.0357884220797,10.511090251974,6.54482807276064,20.5075585799765,15.7376205050185,10.4208820753674,7.68220800804129,1.77310452381532,2.08085572869423,0.0814301861969468,1.43866227578484,2.4602200122713,2.47518736495279,4.39350352469227,4.31243334088693,0
"86","Bolivia","Argentina",0,86,86,7.29316937760712,1,5.19275073664444,0.954719195673513,0,2,0,16.8396507939972,16.8802256044021,8.50442302675135,3.14575609544624,20.1152826585713,17.2146221370146,9.0070019717504,7.77416126460544,2.5198800172704,1.84768287061143,-0.96809301990112,-0.256279856991514,1.99387418074811,2.03625540298552,4.17345601667503,4.26241089462026,0
"87","Brazil","Argentina",0,87,87,4.73564706321561,0,0.747699025105494,0.12204734051116,0,1,0,17.961365867271,16.965141956602,7.52381092576841,15.8122929873141,11.9701501728485,20.0153933487105,10.5867654933863,8.11725135985944,1.25628842324758,2.25957536206579,-0.941640950037155,-3.21809868312148,2.46718660227113,1.94093394582562,4.31702471858509,4.36036878417293,1
"88","Chile","Argentina",0,88,88,3.97735636507854,0,-0.956715906197919,-0.149432650994208,0,2,1,16.52197036004,16.3628852712774,5.81918741785021,8.65100347433171,19.0640178338029,20.0597876212488,11.4340529329867,9.0250630554298,1.40778398421526,1.45887107392473,0.0478477114335738,-3.24579456720596,2.21145292512853,1.43021179374382,4.24194341872887,4.25032643411136,1
"89","Colombia","Argentina",0,89,89,8.79518719963962,1,-1.01261206375259,-0.192926720870971,0,3,0,19.4197327611421,15.6022892351957,3.95115060780334,7.31152345148459,16.359720256339,19.271703674918,12.1350335091659,8.84432017610986,2.29652653255034,2.86859702659494,-0.750099491912306,-1.88849057887705,1.58518841049689,2.04287272060535,4.29491854796042,4.31718987655869,0
"90","Ecuador","Argentina",0,90,90,7.44383450695213,0,0.463360189725864,-0.547215168848499,0,2,1,14.8894810279832,16.7218633887435,11.3775977263504,7.06654842948261,19.0436572002131,15.0308093427827,6.50767707635048,8.96352780723652,1.94191416872783,2.08339447381388,0.520073907332339,-5.47974910991135,2.07720348979729,2.29798860445832,4.42670344713222,4.33593972348053,1
"91","Paraguay","Argentina",0,91,91,7.46830719601987,0,1.61588592582569,-0.420796879596522,0,1,1,16.918860650592,17.5323651064935,8.63676689975749,3.85372996603959,19.2533048020619,18.9514968077347,8.53353091209853,8.13406066623165,1.66456845563675,1.67199164328014,-1.39216269917649,-2.27586247225936,2.23075996812251,2.04630411044399,4.46955063562973,4.28331622415399,1
"92","Peru","Argentina",0,92,92,6.10251033377399,0,-1.23748377051874,-0.126835293730559,0,3,1,17.3660064931511,16.3827075068602,7.96702363547745,8.34272455214821,19.2763615260932,14.5563928859372,9.54821048737334,9.5690169816031,1.73599534590359,2.21409426313632,-0.855094122148798,1.88503454993233,2.15039967415968,1.70849699451589,4.26442300198811,4.19802405618359,1
"93","Uruguay","Argentina",0,93,93,6.07905497338129,0,1.82361417089075,-0.827201623839203,0,3,1,18.0928956794159,17.1519948023183,9.28477704333808,7.86400270979942,19.861846248929,19.2804926438926,11.9721716231784,9.37766088474865,2.19362443028891,1.42100339470968,-1.57606677723086,-2.06698761558381,2.12168734201068,1.99679851615136,4.13740971796866,4.19483231240592,0
"94","Venezuela","Argentina",0,94,94,4.02121479225402,0,2.99438088304386,2.79494709115592,0,3,1,18.1044240737081,17.2174653449853,6.12541524576625,12.5157692327392,20.1271493234768,13.0391240921211,9.04585815089016,7.82790674194434,2.41553280492793,1.58058867173692,0.583623103633509,0.771645488060446,2.10430181756486,1.95989191024716,4.28931944583912,4.26530734990925,0
"95","USA","Argentina",0,95,95,5.85519932864008,0,-1.99161282664474,-1.7702014471202,0,2,0,16.5457456124434,17.680495670353,6.81544145668051,7.99904906440128,20.2276151954908,16.917225781962,8.0482225914535,9.27459736643296,2.3434658639088,2.32729784887446,0.791620828033966,-0.142861101941487,1.73200430990283,2.04097881366597,4.17932206721768,4.3000846692431,0
"96","Spain","Argentina",0,96,96,6.32392761269627,0,-0.245967475350529,0.503696881207728,0,1,0,18.1402243610276,14.7125283176138,13.1735019399791,9.94096756648439,21.1435366591494,21.3953023699009,10.0733594915091,6.901491731701,2.07796536085177,2.50141865060403,-0.678303279884743,-1.86106321281368,2.01534298046275,2.20706906896896,4.42734880260886,4.30094366479653,1
"97","Canada","Argentina",0,97,97,7.90271869046299,0,-2.57568925416581,1.09574034935493,0,1,0,20.8435837472024,15.8487848896432,10.5840409259666,11.5645523111049,18.3640268034393,15.4167514789717,8.73490796417813,8.01038947861556,2.14594906278531,2.01173796872347,1.01423804827841,-0.953497845980183,2.00348439493333,1.98580131167502,4.25083930819628,4.29141813252054,1
"98","America","Argentina",0,98,98,3.84561251160668,0,3.89261276278726,0.335495269916594,0,2,0,18.8549023494479,17.2069217053528,8.97658603009424,11.1778105458898,22.0185355564778,13.822964211822,8.41215117850179,9.04330493125563,2.18689636977788,1.82049210292478,-3.0312157241208,-1.03645878907319,1.65781686998621,2.33497573873878,4.27891801314336,4.24799853191495,0
"99","Africa","Argentina",0,99,99,5.78729428716008,0,3.15321540228463,0.944114404939341,0,3,1,21.3420391754359,19.5051998490751,9.61160095794899,8.7939595773351,18.3904138136254,18.3220114242831,7.89244682978029,7.74600356225665,1.33721209397858,1.30262263277865,-0.593695155497418,-2.92196147327587,2.3966268846678,2.03255772349751,4.15088305568226,4.23828628029492,1
"100","Asia","Argentina",0,100,100,6.65052648296711,0,1.67128731737129,1.76139834473077,0,2,1,17.941450027162,15.8942141714773,13.5763006385272,14.0272183896832,12.5179160028229,20.0648307990068,9.7983990326132,10.6788679370544,1.5953216792488,1.59007541108843,-1.93328311627185,-1.37936201995032,1.69605964330243,2.33554030918277,4.39726405105116,4.18357366425184,0
"101","Europe","Argentina",0,101,101,7.11441530121392,0,1.90040642662369,1.0441696898804,0,1,0,16.977841600502,16.186840920668,5.96151784125389,6.48555121546136,20.3534199055611,17.3381693832261,7.4233560230876,8.07806561709413,1.63007855425756,2.25174836502591,-0.680402309829453,-0.0119215727645774,1.90293960863616,2.13455548468658,4.29655940934436,4.28708142676321,0
"102","Oceania","Argentina",0,102,102,3.38822950154188,0,0.555186972176039,1.2029376695499,0,3,0,19.6888565819653,17.2510474977062,7.09081385525494,6.62459752525503,17.2041016979771,14.8967450226607,8.15877460470452,8.00781164698187,1.7120638672512,1.10375458039847,-2.62253014134091,-2.87391338110892,1.47264904284695,1.90472992429657,4.16074041084632,4.25473659343112,1
"103","Bolivia","Argentina",0,103,103,4.31570406566271,0,0.240268660910981,0.759432926337179,0,2,1,14.800150569114,17.0892721486962,6.04932637781433,9.15944700072798,15.5309092734423,17.1597931765905,8.96836725594715,8.42292346868411,1.58256957532392,2.01306894212944,-1.48900832540355,-1.08113937675271,1.98601360797825,2.1551717668016,4.28570304326111,4.29323107762348,0
"104","Brazil","Argentina",0,104,104,4.8850314645571,0,-0.371218353680626,1.67561759293296,0,2,1,17.4686352478168,15.5072015680973,5.7314806026983,10.4280015709571,18.9829263022675,16.4029015491011,10.0501506745905,9.23914762178443,2.10751725424102,1.88804040612581,-2.43361554781126,-3.00737899232621,2.05970423235213,2.2686024874303,4.34235950626361,4.24238724522663,0
"105","Chile","Argentina",0,105,105,5.71081229143382,0,2.28009492917601,1.04067866655134,0,2,0,16.7471784619311,18.9881513962654,0.253271029759064,3.95815584152806,11.8753866194819,16.6049857976672,10.0948026315424,8.48220135529763,1.23298997335402,2.54501099312604,0.666438920776245,-1.47520199337951,1.8709476683095,1.76475005758209,4.12746018069542,4.23218392767373,1
"106","Colombia","Argentina",0,106,106,5.33316863529729,0,4.74688341017963,0.419384864414485,0,2,0,16.4211185973148,17.5857722200817,9.95980815215703,9.28865179851672,19.2417588037641,16.9514393000154,7.77251628617436,8.26030887630425,1.95393005016192,1.9513979557951,0.262546908366198,-1.65219472381017,1.66050158522192,2.1021300900518,4.27009520575726,4.33065617613924,1
"107","Ecuador","Argentina",0,107,107,4.81471323616835,0,-0.079520177252532,0.327863246010705,0,2,0,15.5411481318598,18.551051032698,10.20774744856,5.11213937241759,16.3062075190522,19.1039950638293,8.84942489865529,7.88640092125127,1.68294507750103,1.26352526256281,-1.47735611282339,-2.56128279330822,1.92924572034198,1.90876351542187,4.31684229433832,4.24013578278883,0
"108","Paraguay","Argentina",0,108,108,3.66195033414745,0,-1.83628205953163,-0.984978812750679,0,3,1,18.4258739239329,17.6401573818613,8.6025625722868,8.63409549130749,17.1310338374225,25.2680917065898,8.0074240863576,8.39678091217116,2.32447979772473,0.909352770812675,-0.881937842454459,-2.9220391446719,2.07312471745185,2.10345705039183,4.18625161302105,4.29443791369637,0
"109","Peru","Argentina",0,109,109,8.93223981090296,0,2.69101891175418,1.0524489533361,0,2,1,15.8513694533558,16.8495751344342,7.15585842300086,4.96979066954012,16.1824004351422,20.9624069108434,9.72164914991513,8.41148754555942,1.6858324602594,2.34624645697442,-1.53888275765612,-1.60513557282329,1.82421112269684,1.88224200503309,4.21887264791136,4.29011980511578,0
"110","Uruguay","Argentina",0,110,110,6.46923368650664,0,-1.36055877352223,0.957084506355083,0,1,1,18.8290322256988,16.5815691561494,11.2965030068675,10.71855779756,18.2182365010319,20.2849823764574,6.97958357803607,8.06360224044156,2.37284701723808,1.82555557685258,-1.43627374654259,-1.39650143931646,1.98394275570935,1.88693949781819,4.29393944633372,4.32328248562821,0
"111","Venezuela","Argentina",0,111,111,9.32299958489037,0,-0.819145727681468,1.08852235937058,0,2,0,22.8000151209862,17.3328764330094,12.5625990344413,11.794517775523,16.1002405573939,20.8832800057443,9.64407350485665,7.13094946443148,1.37892995118248,2.24018660014143,0.113740795282444,-1.25492635296896,1.56807028426025,1.93470770250302,4.33265943204496,4.26219167840425,0
"112","USA","Argentina",0,112,112,6.28584963513967,0,2.56896059607707,0.259061843318571,1,3,0,22.2326451753703,15.2199422004984,5.66607026415909,7.04278892281666,19.4977486791322,16.2101554634104,7.40942608083286,7.49328068655766,2.14512220725988,2.65282490766082,-1.1537406752247,0.96602918910082,2.21668743253075,1.78359104356778,4.27680658938172,4.2760201987112,0
"113","Spain","Argentina",0,113,113,4.08244372984196,0,-0.620443211820843,-0.441696059015998,0,1,1,14.1155912965081,14.4951067055239,9.54083495587783,8.10141151057308,17.2130793083089,14.5810260566514,9.58460849483289,8.22566550871812,1.57930404688238,2.31878383293861,-1.07867132755889,-1.96753185422074,1.78754122720099,2.45233534407388,4.24566355361111,4.23192408917042,0
"114","Canada","Argentina",0,114,114,6.74211358153888,0,-0.737526991801022,0.612679994922954,0,1,0,17.2054626254779,16.8053886160609,13.1794779702239,9.26256788116849,20.9929275753336,23.5696636024777,8.82225181829685,7.35315918519473,1.96917401307975,2.01653676303429,-0.0685556187489075,-2.48252666509016,2.28749372556585,2.11174097877853,4.3649873192586,4.19772183403708,0
"115","America","Argentina",0,115,115,6.36155373926722,0,2.31580154445673,0.731967613920565,0,2,1,16.0975979805332,17.2495041261309,4.29665375591949,12.2638848689123,17.951545600752,21.3476970616724,9.9362377822717,8.80137630582409,1.37850450423972,1.95075919783835,0.64340876741276,-2.24405689416151,1.28077761391536,2.01739423987863,4.39425198320464,4.25183276898003,1
"116","Africa","Argentina",0,116,116,4.66152652998421,0,3.90084913522675,2.18954203277094,0,3,0,15.7333758014332,14.9872656946907,11.1626070774125,7.15770801605153,13.3994324064633,21.1641196983408,7.05244228272915,8.16199725814878,2.71967852419699,1.6735779679582,-2.57273940129016,-0.576635577554712,2.51267187101661,1.94477970449887,4.24226854559323,4.31340097251722,0
"117","Asia","Argentina",0,117,117,8.32302049298727,0,-0.27338567438406,1.15112612941878,0,2,0,22.0934641238971,17.5430426370987,8.52833043026205,5.08759351893359,16.8297194781863,18.3166010986688,10.364242058774,7.1706326473787,2.03266981704919,2.47754986297024,0.692224766875728,-1.28029244753355,1.94451303227686,1.95617952791662,4.0673973339737,4.23689556371801,1
"118","Europe","Argentina",0,118,118,6.45301373239132,0,3.17245378995702,1.88716327143998,0,2,1,16.4931164099154,14.2747486465234,3.99412707509368,6.63201530170832,23.6368537173545,20.6614039980825,9.44038833395114,6.38859809149858,1.54944325080629,1.62639711826429,-0.268264593035367,-2.15890248198998,2.39441071791785,1.86805159893303,4.37591385319516,4.22907036678339,0
"119","Oceania","Argentina",0,119,119,7.08921221700782,0,0.542995090129791,0.0212273318296172,0,2,0,16.8407334568953,16.6274260352106,5.25035776984495,12.9845326167291,20.0343769515,15.6267758301691,8.92102653756098,6.4578028756097,2.26594319918506,1.92182796566077,-0.934380973212806,-3.01704651792171,2.28745069474897,1.93722540532865,4.24672064618954,4.21903476222015,0
"120","Bolivia","Argentina",0,120,120,3.89207646927148,0,3.16367741886555,1.02068015912282,0,1,1,16.9403102387913,18.4087802106594,7.55750162367995,9.12835677363994,18.3466378573932,14.5417466672304,8.32327651732271,8.05473272572691,1.81866703703218,2.12603882793786,0.730738558364393,0.932462035527826,2.29134269534795,2.11728485957873,4.35984358024389,4.29224988555713,0
"121","Brazil","Argentina",0,121,121,8.03578513038612,0,3.60393756651046,1.18648406191518,0,2,0,19.8198156931628,17.7278962672662,6.9825078915769,10.4172913278586,15.6474745849843,22.2276434524869,11.0917173124813,7.40053392402569,1.7969070367558,1.37096752979094,-1.58888313258398,-1.98862589271577,1.88302664569222,1.82906434458709,4.3928290830235,4.25417722532963,1
